"tiempo_residencia","max_personas","lugar_habitado","tipo_desague","material_piso","material_techo","material_paredes","problemas_plagas","plagas_cucarachas","plagas_roedores","plagas_otros","num_dormitorios","max_personas"
15,2,"Alquilado","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,4
35,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,6
21,3,"Alquilado","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,5
32,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,3
5,1,"Propio con algún comprobante de tenencia","A cámara séptica","Madera","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,1
15,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,1
0,1,"Alquilado","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,1,1
19,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,4
9,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,3
10,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,5,6
20,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,5,9
22,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,5,9
21,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,6
8,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,2
19,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,1
19,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,4,8
12,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,1
20,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,3,5
7,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,3
20,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,4,4
16,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
10,1,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,2
10,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,3
20,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,5
20,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
22,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,4,8
13,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
18,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,4,5
19,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,2
5,1,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,1
3,3,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
5,1,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,2
3,2,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,2,3
5,2,"Propio sin títulos","Desagüe a red cloacal pública","Madera","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
10,6,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,3,4
25,1,"Propio con algún comprobante de tenencia","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
35,2,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
4,3,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",1,3
9,5,"Ocupado/Tomado","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",3,5
4,2,"Alquilado","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,1
1,3,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,3
5,6,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,6
16,1,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,6,6
45,1,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",2,2
34,2,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,5
1,4,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,1,4
12,2,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,3,4
1,4,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,7
20,2,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,1,2
33,1,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,2
20,1,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",2,1
38,1,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",2,3
30,1,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",3,5
28,5,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","No",NA,NA,NA,2,5
10,1,"Alquilado","Desagüe a red cloacal informal/vecinal","Madera","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,NA,1,1
25,4,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",4,7
1,4,"Alquilado","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,7
25,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,4,6
1,3,"Alquilado","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,2,4
24,4,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,5
6,7,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,7
4,2,"Prestado","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,4
12,4,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,4
15,3,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",3,6
2,3,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,3
8,3,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,3
10,2,"Alquilado","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,1,2
13,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,4,6
15,2,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,2,3
4,2,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,2
13,2,"Propio sin títulos","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,4,6
5,1,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,1
10,2,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Chapa","Sí",NA,"Mosquitos",NA,3,2
16,1,"Alquilado","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,2,1
40,1,"Propio sin títulos","Desagüe a red cloacal pública","Madera","Chapa","Chapa","Sí",NA,"Mosquitos",NA,2,2
2,2,"Alquilado","Desagüe a red cloacal pública","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,2
36,2,"Alquilado","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos","Ratas",1,2
5,2,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,2,3
4,2,"Alquilado","Desagüe a red cloacal pública","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,1
20,3,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,4
17,1,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas",NA,"Ratas",2,2
18,4,"Prestado","Desagüe a red cloacal pública","Carpeta de cemento","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,4,10
20,2,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Losa de viguetas","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,3,2
20,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,2,6
30,4,"Otro","Desagüe a red cloacal pública","Sin piso/tierra","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",1,3
20,3,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,3,3
15,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Chapa","Sí","Cucarachas","Mosquitos","Ratas",2,5
3,4,"Propio con algún comprobante de tenencia","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas",NA,NA,4,4
2,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Chapa","Sí",NA,NA,"Ratas",2,2
2,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Chapa","Sí",NA,"Mosquitos",NA,2,3
3,1,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Chapa","Sí","Cucarachas","Mosquitos","Ratas",9,10
5,4,"Propio sin títulos","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Chapa","Sí","Cucarachas","Mosquitos","Ratas",2,4
2,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Chapa","No",NA,NA,NA,1,10
21,3,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,"Ratas",2,5
3,4,"Propio sin títulos","A pozo negro/ciego","Sin piso/tierra","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",2,4
3,5,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Chapa","Sí","Cucarachas",NA,"Ratas",5,6
2,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Planchón (describir qué es)","Sí","Cucarachas","Mosquitos","Ratas",2,5
7,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,2,4
7,2,"Otro","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,3,5
8,3,"Otro","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos",NA,3,9
5,2,"Otro","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,2,3
17,1,"Otro","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí",NA,"Mosquitos",NA,2,2
16,3,"Otro","No sabe","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,3
20,1,"Otro","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,1
10,2,"Otro","Desagüe a red cloacal pública","Madera","Chapa","Trama en madera/tapial de madera","Sí",NA,"Mosquitos",NA,2,4
4,3,"Prestado","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí",NA,"Mosquitos",NA,1,3
9,1,"Otro","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,1,1
8,3,"Otro","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,7
7,2,"Otro","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,2,4
6,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
6,2,"Otro","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,3,4
5,3,"Otro","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,1,3
7,2,"Otro","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,2,4
3,2,"Otro","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
3,2,"Otro","Desagüe a red cloacal pública","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos",NA,3,6
9,2,"Otro","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos",NA,3,5
9,2,"Otro","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí",NA,NA,NA,3,4
4,1,"Prestado","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos",NA,1,1
15,2,"Otro","A pozo negro/ciego","Cerámico","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,2,3
10,4,"Otro","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos","Ratas",1,4
10,3,"Otro","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","Sí","Cucarachas","Mosquitos",NA,1,3
9,2,"Otro","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,5
4,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Chapa","Sí","Cucarachas","Mosquitos","Ratas",2,4
4,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Chapa","Sí","Cucarachas","Mosquitos","Ratas",3,5
4,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Chapa","Sí","Cucarachas","Mosquitos","Ratas",1,1
1,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Chapa","No",NA,NA,NA,1,2
10,4,"Alquilado","A pozo negro/ciego","Cerámico","Chapa","Chapa","Sí","Cucarachas","Mosquitos","Ratas",2,6
30,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,5
4,1,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,1,3
2,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,2,4
3,3,"Propio sin títulos","A pozo negro/ciego","Madera","Chapa","Trama en madera/tapial de madera",NA,NA,NA,NA,3,6
1,2,"Prestado","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,6,1
9,2,"Propio sin títulos","A pozo negro/ciego","Sin piso/tierra","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,1,2
2,3,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
10,4,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,3,6
30,5,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,5,5
6,5,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Trama en madera/tapial de madera","No",NA,NA,NA,2,3
10,5,"Propio sin títulos","Desagüe a red cloacal informal/vecinal","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
10,4,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,4
4,4,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","Sí",NA,"Mosquitos","Ratas",3,4
2,2,"Propio sin títulos","A pozo negro/ciego","Cerámico","Chapa","Mampostería (ladrillo/block","No",NA,NA,NA,2,3
2,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí",NA,NA,NA,2,3
29,2,"Propio sin títulos","A pozo negro/ciego","Carpeta de cemento","Chapa","Mampostería (ladrillo/block","Sí","Cucarachas","Mosquitos",NA,2,2
